cluster_name,fuel_price,query,mutation_method,mutation_prob,selection_method,selection_prob,pop_size,penalty_factor,our_ga_best_solution,our_ga_best_value,cluster_best_value,ga_cluster_solution,iters,cluster_time,memory used (mb),profe_ga_best_value,profe_ga_best_solution,profe_qbf_best_value,profe_qbf_best_solution,profe_gc_best_value,profe_gc_best_solution,profe_gn_best_value,profe_gn_best_solution,Error_Og_ga_Vs_our_ga,Error_Absoluto_Og_ga_Vs_our_ga,Error_Og_qbf_Vs_our_ga,Error_Absoluto_Og_qbf_Vs_our_ga,Error_Og_gc_Vs_our_ga,Error_Absoluto_Og_gc_Vs_our_ga,Error_Og_gn_Vs_our_ga,Error_Absoluto_Og_gn_Vs_our_ga
small-5s-10p-f0_10-q1_10-jumbocheap,0,['Aftershave'],swap,0.1,hard,0.66,10,9.0,"[['Jumbo', 'Aftershave']]",199.99,8448.899999999998,"{'Supermercado Nacional': {'Pan árabe': 2684.99, 'Anacardos': 1501.99, 'Lechuga': 2493.99}, 'Jumbo': {'Ropa de hombre': 199.99, 'Limpiador multiusos': 199.99, 'Sal marina': 199.99, 'Huevos': 199.99, 'Aftershave': 199.99, 'Pistachos': 199.99}, 'La Sirena': {'Agua purificada': 567.99}}",100,0.6432640552520752,0.0,199.99,"[array(['Jumbo', 'Aftershave'], dtype=object)]",199.99,"[array(['Jumbo', 'Aftershave'], dtype=object)]",199.99,"[array(['Jumbo', 'Aftershave'], dtype=object)]",713.99,"[array(['La Sirena', 'Aftershave'], dtype=object)]",0.0,0.0,0.0,0.0,0.0,0.0,514.0,514.0
small-5s-10p-f0_10-q1_10-jumbocheap,0,"['Lechuga', 'Huevos', 'Sal marina', 'Pistachos']",swap,0.1,hard,0.66,10,9.0,"[['Supermercado Nacional', 'Lechuga'], ['Jumbo', 'Sal marina'], ['Jumbo', 'Huevos'], ['Jumbo', 'Pistachos']]",3093.959999999999,5903.899999999998,"{'Supermercado Nacional': {'Anacardos': 1501.99, 'Lechuga': 2493.99}, 'Jumbo': {'Ropa de hombre': 199.99, 'Sal marina': 199.99, 'Huevos': 199.99, 'Pan árabe': 199.99, 'Pistachos': 199.99, 'Aftershave': 199.99}, 'La Sirena': {'Limpiador multiusos': 139.99, 'Agua purificada': 567.99}}",100,0.9522209167480468,0.0,3093.959999999999,"[array(['Supermercado Nacional', 'Lechuga'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)
 array(['Jumbo', 'Pistachos'], dtype=object)]",3093.959999999999,"[array(['Supermercado Nacional', 'Lechuga'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)
 array(['Jumbo', 'Pistachos'], dtype=object)]",3093.959999999999,"[array(['Supermercado Nacional', 'Lechuga'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)
 array(['Jumbo', 'Pistachos'], dtype=object)]",9290.96,"[array(['La Sirena', 'Lechuga'], dtype=object)
 array(['La Sirena', 'Sal marina'], dtype=object)
 array(['La Sirena', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)]",0.0,0.0,0.0,0.0,0.0,0.0,6197.0,6197.0
small-5s-10p-f0_10-q1_10-jumbocheap,0,"['Pistachos', 'Ropa de hombre', 'Anacardos', 'Aftershave', 'Pan árabe', 'Sal marina', 'Lechuga']",swap,0.1,hard,0.66,10,9.0,"[['Jumbo', 'Ropa de hombre'], ['Jumbo', 'Sal marina'], ['Jumbo', 'Pan árabe'], ['Jumbo', 'Aftershave'], ['Jumbo', 'Pistachos'], ['Supermercado Nacional', 'Anacardos'], ['Bravo', 'Lechuga']]",5248.93,6156.9,"{'Jumbo': {'Ropa de hombre': 199.99, 'Sal marina': 199.99, 'Huevos': 199.99, 'Pan árabe': 199.99, 'Aftershave': 199.99, 'Pistachos': 199.99}, 'La Sirena': {'Limpiador multiusos': 139.99, 'Agua purificada': 567.99}, 'Supermercado Nacional': {'Anacardos': 1501.99}, 'Bravo': {'Lechuga': 2746.99}}",100,0.910468339920044,0.0,4995.929999999999,"[array(['Jumbo', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)
 array(['Supermercado Nacional', 'Lechuga'], dtype=object)]",4995.929999999998,"[array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Supermercado Nacional', 'Lechuga'], dtype=object)
 array(['Jumbo', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)]",4995.929999999998,"[array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Supermercado Nacional', 'Lechuga'], dtype=object)
 array(['Jumbo', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)]",20802.93,"[array(['La Sirena', 'Pan árabe'], dtype=object)
 array(['La Sirena', 'Lechuga'], dtype=object)
 array(['La Sirena', 'Sal marina'], dtype=object)
 array(['La Sirena', 'Aftershave'], dtype=object)
 array(['La Sirena', 'Ropa de hombre'], dtype=object)
 array(['La Sirena', 'Pistachos'], dtype=object)
 array(['Super Pola', 'Anacardos'], dtype=object)]",-253.0000000000009,253.0000000000009,-253.00000000000273,253.00000000000273,-253.00000000000273,253.00000000000273,15554.0,15554.0
small-5s-10p-f0_10-q1_10-jumbocheap,0,"['Pistachos', 'Limpiador multiusos', 'Aftershave', 'Pan árabe', 'Lechuga', 'Anacardos', 'Ropa de hombre', 'Sal marina', 'Huevos', 'Agua purificada']",swap,0.1,hard,0.66,10,9.0,"[['Supermercado Nacional', 'Anacardos'], ['Supermercado Nacional', 'Agua purificada'], ['Jumbo', 'Ropa de hombre'], ['Jumbo', 'Limpiador multiusos'], ['Jumbo', 'Sal marina'], ['Jumbo', 'Huevos'], ['Jumbo', 'Pan árabe'], ['Jumbo', 'Aftershave'], ['Jumbo', 'Pistachos'], ['La Sirena', 'Lechuga']]",10450.899999999998,10450.899999999998,"{'Supermercado Nacional': {'Anacardos': 1501.99, 'Agua purificada': 4381.99}, 'Jumbo': {'Ropa de hombre': 199.99, 'Limpiador multiusos': 199.99, 'Sal marina': 199.99, 'Huevos': 199.99, 'Pan árabe': 199.99, 'Aftershave': 199.99, 'Pistachos': 199.99}, 'La Sirena': {'Lechuga': 3166.99}}",100,1.014807939529419,0.0,5963.899999999999,"[array(['Jumbo', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Limpiador multiusos'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['Supermercado Nacional', 'Lechuga'], dtype=object)
 array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)]",8145.899999999998,"[array(['Bravo', 'Lechuga'], dtype=object)
 array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Jumbo', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['La Sirena', 'Limpiador multiusos'], dtype=object)
 array(['La Sirena', 'Ropa de hombre'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)]",5903.899999999998,"[array(['Supermercado Nacional', 'Lechuga'], dtype=object)
 array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Jumbo', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['La Sirena', 'Limpiador multiusos'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)]",21710.9,"[array(['La Sirena', 'Pan árabe'], dtype=object)
 array(['La Sirena', 'Lechuga'], dtype=object)
 array(['La Sirena', 'Sal marina'], dtype=object)
 array(['La Sirena', 'Aftershave'], dtype=object)
 array(['La Sirena', 'Limpiador multiusos'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['La Sirena', 'Ropa de hombre'], dtype=object)
 array(['La Sirena', 'Pistachos'], dtype=object)
 array(['Super Pola', 'Anacardos'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)]",-4486.999999999999,4486.999999999999,-2305.0,2305.0,-4547.0,4547.0,11260.000000000004,11260.000000000004
small-5s-10p-f0_10-q1_10-jumbocheap,3,['Agua purificada'],swap,0.1,hard,0.66,10,9.0,"[['La Sirena', 'Agua purificada']]",618.99,6756.899999999999,"{'Supermercado Nacional': {'Anacardos': 1501.99}, 'Jumbo': {'Ropa de hombre': 199.99, 'Sal marina': 199.99, 'Huevos': 199.99, 'Pan árabe': 199.99, 'Aftershave': 199.99, 'Pistachos': 199.99}, 'La Sirena': {'Limpiador multiusos': 139.99, 'Agua purificada': 567.99, 'Lechuga': 3166.99}}",100,0.8820488452911377,0.0,591.99,"[array(['La Sirena', 'Agua purificada'], dtype=object)]",591.99,"[array(['La Sirena', 'Agua purificada'], dtype=object)]",591.99,"[array(['La Sirena', 'Agua purificada'], dtype=object)]",591.99,"[array(['La Sirena', 'Agua purificada'], dtype=object)]",-27.0,27.0,-27.0,27.0,-27.0,27.0,-27.0,27.0
small-5s-10p-f0_10-q1_10-jumbocheap,3,"['Pistachos', 'Aftershave', 'Huevos', 'Agua purificada']",swap,0.1,hard,0.66,10,9.0,"[['Jumbo', 'Huevos'], ['Jumbo', 'Aftershave'], ['Jumbo', 'Pistachos'], ['La Sirena', 'Agua purificada']]",1305.96,8692.9,"{'Jumbo': {'Sal marina': 199.99, 'Huevos': 199.99, 'Limpiador multiusos': 199.99, 'Ropa de hombre': 199.99, 'Aftershave': 199.99, 'Pan árabe': 199.99, 'Pistachos': 199.99}, 'La Sirena': {'Agua purificada': 567.99}, 'Supermercado Nacional': {'Lechuga': 2493.99}, 'Super Pola': {'Anacardos': 4020.99}}",100,1.0955562591552734,0.0,1245.96,"[array(['Jumbo', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)]",1221.96,"[array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['Jumbo', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)]",1245.96,"[array(['Jumbo', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)]",6274.959999999999,"[array(['La Sirena', 'Aftershave'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['La Sirena', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)]",-60.0,60.0,-84.0,84.0,-60.0,60.0,4968.999999999999,4968.999999999999
small-5s-10p-f0_10-q1_10-jumbocheap,3,"['Anacardos', 'Sal marina', 'Huevos', 'Ropa de hombre', 'Limpiador multiusos', 'Agua purificada', 'Pan árabe']",swap,0.1,hard,0.66,10,9.0,"[['Supermercado Nacional', 'Anacardos'], ['Jumbo', 'Ropa de hombre'], ['Jumbo', 'Sal marina'], ['Jumbo', 'Huevos'], ['Jumbo', 'Pan árabe'], ['La Sirena', 'Limpiador multiusos'], ['La Sirena', 'Agua purificada']]",3189.9299999999994,6083.899999999998,"{'Supermercado Nacional': {'Anacardos': 1501.99, 'Lechuga': 2493.99}, 'Jumbo': {'Ropa de hombre': 199.99, 'Sal marina': 199.99, 'Huevos': 199.99, 'Pan árabe': 199.99, 'Aftershave': 199.99, 'Pistachos': 199.99}, 'La Sirena': {'Limpiador multiusos': 139.99, 'Agua purificada': 567.99}}",100,1.196805715560913,0.0,5663.929999999999,"[array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['La Sirena', 'Limpiador multiusos'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['Bravo', 'Pan árabe'], dtype=object)]",3087.93,"[array(['La Sirena', 'Limpiador multiusos'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['Supermercado Nacional', 'Anacardos'], dtype=object)]",3147.929999999999,"[array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['La Sirena', 'Limpiador multiusos'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)]",13144.93,"[array(['La Sirena', 'Pan árabe'], dtype=object)
 array(['La Sirena', 'Sal marina'], dtype=object)
 array(['La Sirena', 'Limpiador multiusos'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['La Sirena', 'Ropa de hombre'], dtype=object)
 array(['Super Pola', 'Anacardos'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)]",2474.0,2474.0,-101.99999999999955,101.99999999999955,-42.000000000000455,42.000000000000455,9955.0,9955.0
small-5s-10p-f0_10-q1_10-jumbocheap,3,"['Limpiador multiusos', 'Huevos', 'Ropa de hombre', 'Sal marina', 'Aftershave', 'Pistachos', 'Lechuga', 'Pan árabe', 'Anacardos', 'Agua purificada']",swap,0.1,hard,0.66,10,9.0,"[['Super Pola', 'Anacardos'], ['Jumbo', 'Ropa de hombre'], ['Jumbo', 'Sal marina'], ['Jumbo', 'Huevos'], ['Jumbo', 'Pan árabe'], ['Jumbo', 'Pistachos'], ['Jumbo', 'Aftershave'], ['La Sirena', 'Limpiador multiusos'], ['La Sirena', 'Agua purificada'], ['La Sirena', 'Lechuga']]",9245.899999999998,9245.899999999998,"{'Super Pola': {'Anacardos': 4020.99}, 'Jumbo': {'Ropa de hombre': 199.99, 'Sal marina': 199.99, 'Huevos': 199.99, 'Pan árabe': 199.99, 'Pistachos': 199.99, 'Aftershave': 199.99}, 'La Sirena': {'Limpiador multiusos': 139.99, 'Agua purificada': 567.99, 'Lechuga': 3166.99}}",100,0.8755269050598145,0.0,10409.9,"[array(['La Sirena', 'Limpiador multiusos'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Super Pola', 'Pistachos'], dtype=object)
 array(['Bravo', 'Lechuga'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)]",8013.899999999999,"[array(['La Sirena', 'Limpiador multiusos'], dtype=object)
 array(['La Sirena', 'Sal marina'], dtype=object)
 array(['La Sirena', 'Aftershave'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Bravo', 'Huevos'], dtype=object)
 array(['Bravo', 'Lechuga'], dtype=object)]",6041.899999999998,"[array(['Supermercado Nacional', 'Lechuga'], dtype=object)
 array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Jumbo', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['La Sirena', 'Limpiador multiusos'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)]",21764.9,"[array(['La Sirena', 'Pan árabe'], dtype=object)
 array(['La Sirena', 'Lechuga'], dtype=object)
 array(['La Sirena', 'Sal marina'], dtype=object)
 array(['La Sirena', 'Aftershave'], dtype=object)
 array(['La Sirena', 'Limpiador multiusos'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['La Sirena', 'Ropa de hombre'], dtype=object)
 array(['La Sirena', 'Pistachos'], dtype=object)
 array(['Super Pola', 'Anacardos'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)]",1164.0000000000018,1164.0000000000018,-1231.999999999999,1231.999999999999,-3204.0,3204.0,12519.000000000004,12519.000000000004
small-5s-10p-f0_10-q1_10-jumbocheap,6,['Aftershave'],swap,0.1,hard,0.66,10,9.0,"[['Jumbo', 'Aftershave']]",373.99,7878.899999999999,"{'Super Pola': {'Pan árabe': 1516.99}, 'Jumbo': {'Ropa de hombre': 199.99, 'Sal marina': 199.99, 'Aftershave': 199.99, 'Pistachos': 199.99}, 'La Sirena': {'Limpiador multiusos': 139.99, 'Agua purificada': 567.99}, 'Supermercado Nacional': {'Anacardos': 1501.99, 'Lechuga': 2493.99}, 'Bravo': {'Huevos': 479.99}}",100,0.9455018043518066,0.0,307.99,"[array(['Jumbo', 'Aftershave'], dtype=object)]",307.99,"[array(['Jumbo', 'Aftershave'], dtype=object)]",307.99,"[array(['Jumbo', 'Aftershave'], dtype=object)]",761.99,"[array(['La Sirena', 'Aftershave'], dtype=object)]",-66.0,66.0,-66.0,66.0,-66.0,66.0,388.0,388.0
small-5s-10p-f0_10-q1_10-jumbocheap,6,"['Agua purificada', 'Ropa de hombre', 'Huevos', 'Pan árabe']",swap,0.1,hard,0.66,10,9.0,"[['Jumbo', 'Ropa de hombre'], ['Jumbo', 'Pan árabe'], ['La Sirena', 'Agua purificada'], ['Bravo', 'Huevos']]",2683.96,8061.899999999998,"{'Super Pola': {'Lechuga': 3933.99}, 'Jumbo': {'Ropa de hombre': 199.99, 'Limpiador multiusos': 199.99, 'Sal marina': 199.99, 'Pan árabe': 199.99, 'Aftershave': 199.99, 'Pistachos': 199.99}, 'La Sirena': {'Agua purificada': 567.99}, 'Supermercado Nacional': {'Anacardos': 1501.99}, 'Bravo': {'Huevos': 479.99}}",100,0.9564499855041504,0.0,1275.96,"[array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)]",1275.96,"[array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)]",1323.96,"[array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)]",7852.959999999999,"[array(['La Sirena', 'Pan árabe'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['La Sirena', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)]",-1408.0,1408.0,-1408.0,1408.0,-1360.0,1360.0,5168.999999999999,5168.999999999999
small-5s-10p-f0_10-q1_10-jumbocheap,6,"['Aftershave', 'Huevos', 'Agua purificada', 'Anacardos', 'Lechuga', 'Ropa de hombre', 'Pan árabe']",swap,0.1,hard,0.66,10,9.0,"[['Super Pola', 'Anacardos'], ['Jumbo', 'Ropa de hombre'], ['Jumbo', 'Huevos'], ['Jumbo', 'Pan árabe'], ['Jumbo', 'Aftershave'], ['La Sirena', 'Agua purificada'], ['La Sirena', 'Lechuga']]",8855.929999999998,9395.899999999998,"{'Super Pola': {'Anacardos': 4020.99}, 'Jumbo': {'Ropa de hombre': 199.99, 'Sal marina': 199.99, 'Huevos': 199.99, 'Pan árabe': 199.99, 'Aftershave': 199.99, 'Pistachos': 199.99}, 'La Sirena': {'Limpiador multiusos': 139.99, 'Agua purificada': 567.99, 'Lechuga': 3166.99}}",100,0.6560933589935303,0.0,5699.929999999999,"[array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Supermercado Nacional', 'Lechuga'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)]",5772.93,"[array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Bravo', 'Lechuga'], dtype=object)]",5639.929999999998,"[array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Supermercado Nacional', 'Lechuga'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)]",15754.93,"[array(['La Sirena', 'Pan árabe'], dtype=object)
 array(['La Sirena', 'Lechuga'], dtype=object)
 array(['La Sirena', 'Aftershave'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['La Sirena', 'Ropa de hombre'], dtype=object)
 array(['Super Pola', 'Anacardos'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)]",-3155.999999999999,3155.999999999999,-3082.999999999998,3082.999999999998,-3216.000000000001,3216.000000000001,6899.000000000002,6899.000000000002
small-5s-10p-f0_10-q1_10-jumbocheap,6,"['Agua purificada', 'Limpiador multiusos', 'Lechuga', 'Ropa de hombre', 'Pistachos', 'Pan árabe', 'Aftershave', 'Anacardos', 'Huevos', 'Sal marina']",swap,0.1,hard,0.66,10,9.0,"[['Super Pola', 'Agua purificada'], ['Supermercado Nacional', 'Anacardos'], ['Supermercado Nacional', 'Lechuga'], ['Jumbo', 'Ropa de hombre'], ['Jumbo', 'Limpiador multiusos'], ['Jumbo', 'Sal marina'], ['Jumbo', 'Huevos'], ['Jumbo', 'Pan árabe'], ['Jumbo', 'Aftershave'], ['Jumbo', 'Pistachos']]",9543.899999999998,9543.899999999998,"{'Super Pola': {'Agua purificada': 3781.99}, 'Supermercado Nacional': {'Anacardos': 1501.99, 'Lechuga': 2493.99}, 'Jumbo': {'Ropa de hombre': 199.99, 'Limpiador multiusos': 199.99, 'Sal marina': 199.99, 'Huevos': 199.99, 'Pan árabe': 199.99, 'Aftershave': 199.99, 'Pistachos': 199.99}}",100,0.9138367176055908,0.0,9440.9,"[array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['La Sirena', 'Limpiador multiusos'], dtype=object)
 array(['Supermercado Nacional', 'Lechuga'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Bravo', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Bravo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)]",8231.899999999998,"[array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['La Sirena', 'Limpiador multiusos'], dtype=object)
 array(['La Sirena', 'Lechuga'], dtype=object)
 array(['La Sirena', 'Aftershave'], dtype=object)
 array(['La Sirena', 'Sal marina'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Supermercado Nacional', 'Anacardos'], dtype=object)]",6179.899999999998,"[array(['Supermercado Nacional', 'Lechuga'], dtype=object)
 array(['Supermercado Nacional', 'Anacardos'], dtype=object)
 array(['Jumbo', 'Ropa de hombre'], dtype=object)
 array(['Jumbo', 'Pistachos'], dtype=object)
 array(['Jumbo', 'Pan árabe'], dtype=object)
 array(['Jumbo', 'Aftershave'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)
 array(['Jumbo', 'Sal marina'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['La Sirena', 'Limpiador multiusos'], dtype=object)]",21818.9,"[array(['La Sirena', 'Pan árabe'], dtype=object)
 array(['La Sirena', 'Lechuga'], dtype=object)
 array(['La Sirena', 'Sal marina'], dtype=object)
 array(['La Sirena', 'Aftershave'], dtype=object)
 array(['La Sirena', 'Limpiador multiusos'], dtype=object)
 array(['La Sirena', 'Agua purificada'], dtype=object)
 array(['La Sirena', 'Ropa de hombre'], dtype=object)
 array(['La Sirena', 'Pistachos'], dtype=object)
 array(['Super Pola', 'Anacardos'], dtype=object)
 array(['Jumbo', 'Huevos'], dtype=object)]",-102.99999999999818,102.99999999999818,-1312.0,1312.0,-3364.0,3364.0,12275.000000000004,12275.000000000004
small-5s-10p-f0_10-q1_10-jumbocheap,9,['Anacardos'],swap,0.1,hard,0.66,10,9.0,"[['Bravo', 'Anacardos']]",5646.99,10598.9,"{'Jumbo': {'Ropa de hombre': 199.99, 'Sal marina': 199.99, 'Huevos': 199.99, 'Aftershave': 199.99, 'Pistachos': 199.99, 'Pan árabe': 199.99}, 'Bravo': {'Anacardos': 4071.99, 'Lechuga': 2746.99}, 'La Sirena': {'Agua purificada': 567.99, 'Limpiador multiusos': 139.99}}",100,0.9798862934112548,0.0,1726.99,"[array(['Supermercado Nacional', 'Anacardos'], dtype=object)]",1726.99,"[array(['Supermercado Nacional', 'Anacardos'], dtype=object)]",1726.99,"[array(['Supermercado Nacional', 'Anacardos'], dtype=object)]",4128.99,"[array(['Super Pola', 'Anacardos'], dtype=object)]",-3920.0,3920.0,-3920.0,3920.0,-3920.0,3920.0,-1518.0,1518.0
