cluster_name,fuel_price,query,ga_cluster_solution,cluster_best_value,our_ga_best_solution,our_ga_best_value,pop_size,penalty_factor,cluster_time,memory used (mb),iters,mutation_method,mutation_prob,selection_method,selection_prob
small-5s-10p-f0_10-q1_10-random,6,"['Albahaca', 'Esmalte de uñas', 'Ropa de hombre', 'Televisores']","{'Supermercado Nacional': {'Televisores': 728.99, 'Chicles de fresa': 575.99, 'Rizadores de pelo': 3197.99}, 'La Sirena': {'Fósforos': 212.99, 'Ropa de hombre': 1611.99}, 'Bravo': {'Refresco de cola': 395.99, 'Aftershave': 2202.99, 'Jamón de pavo': 1710.99}, 'Super Pola': {'Esmalte de uñas': 1108.99}, 'Jumbo': {'Albahaca': 572.99}}",12475.899999999998,"[['Supermercado Nacional', 'Televisores'], ['La Sirena', 'Ropa de hombre'], ['Super Pola', 'Esmalte de uñas'], ['Jumbo', 'Albahaca']]",5168.96,10,9.0,1.0833525657653809,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-random,6,"['Aftershave', 'Albahaca', 'Rizadores de pelo', 'Televisores', 'Jamón de pavo', 'Refresco de cola', 'Chicles de fresa']","{'Supermercado Nacional': {'Televisores': 728.99, 'Rizadores de pelo': 3197.99, 'Chicles de fresa': 575.99}, 'Bravo': {'Jamón de pavo': 1710.99}, 'Super Pola': {'Aftershave': 1074.99, 'Esmalte de uñas': 1108.99}, 'La Sirena': {'Ropa de hombre': 1611.99, 'Fósforos': 212.99}, 'Jumbo': {'Albahaca': 572.99, 'Refresco de cola': 1015.99}}",12015.899999999998,"[['Supermercado Nacional', 'Televisores'], ['Supermercado Nacional', 'Rizadores de pelo'], ['Supermercado Nacional', 'Chicles de fresa'], ['Bravo', 'Jamón de pavo'], ['Super Pola', 'Aftershave'], ['Jumbo', 'Albahaca'], ['Jumbo', 'Refresco de cola']]",9183.929999999998,10,9.0,1.0171661376953125,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-random,6,"['Esmalte de uñas', 'Fósforos', 'Rizadores de pelo', 'Jamón de pavo', 'Refresco de cola', 'Ropa de hombre', 'Televisores', 'Chicles de fresa', 'Aftershave', 'Albahaca']","{'Super Pola': {'Aftershave': 1074.99, 'Ropa de hombre': 1943.99, 'Esmalte de uñas': 1108.99, 'Televisores': 619.99}, 'Supermercado Nacional': {'Rizadores de pelo': 3197.99, 'Chicles de fresa': 575.99}, 'Jumbo': {'Albahaca': 572.99, 'Refresco de cola': 1015.99}, 'La Sirena': {'Fósforos': 212.99}, 'Bravo': {'Jamón de pavo': 1710.99}}",13258.9,"[['Super Pola', 'Aftershave'], ['Super Pola', 'Ropa de hombre'], ['Super Pola', 'Esmalte de uñas'], ['Super Pola', 'Televisores'], ['Supermercado Nacional', 'Rizadores de pelo'], ['Supermercado Nacional', 'Chicles de fresa'], ['Jumbo', 'Albahaca'], ['Jumbo', 'Refresco de cola'], ['La Sirena', 'Fósforos'], ['Bravo', 'Jamón de pavo']]",13270.9,10,9.0,0.9290361404418945,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-random,9,['Televisores'],"{'Bravo': {'Jamón de pavo': 1710.99, 'Refresco de cola': 395.99}, 'Super Pola': {'Esmalte de uñas': 1108.99, 'Aftershave': 1074.99}, 'Supermercado Nacional': {'Chicles de fresa': 575.99, 'Rizadores de pelo': 3197.99, 'Televisores': 728.99}, 'La Sirena': {'Ropa de hombre': 1611.99, 'Fósforos': 212.99}, 'Jumbo': {'Albahaca': 572.99}}",11371.9,"[['Supermercado Nacional', 'Televisores']]",2258.99,10,9.0,0.9801597595214844,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-random,9,"['Jamón de pavo', 'Rizadores de pelo', 'Chicles de fresa', 'Aftershave']","{'Bravo': {'Jamón de pavo': 1710.99, 'Refresco de cola': 395.99}, 'Super Pola': {'Televisores': 619.99, 'Esmalte de uñas': 1108.99, 'Ropa de hombre': 1943.99, 'Aftershave': 1074.99}, 'Supermercado Nacional': {'Chicles de fresa': 575.99, 'Rizadores de pelo': 3197.99}, 'La Sirena': {'Fósforos': 212.99, 'Albahaca': 2032.99}}",12973.899999999998,"[['Bravo', 'Jamón de pavo'], ['Super Pola', 'Aftershave'], ['Supermercado Nacional', 'Chicles de fresa'], ['Supermercado Nacional', 'Rizadores de pelo']]",6901.96,10,9.0,1.0987122058868408,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-random,9,"['Aftershave', 'Chicles de fresa', 'Ropa de hombre', 'Televisores', 'Refresco de cola', 'Fósforos', 'Jamón de pavo']","{'Supermercado Nacional': {'Rizadores de pelo': 3197.99, 'Chicles de fresa': 575.99}, 'Bravo': {'Jamón de pavo': 1710.99, 'Refresco de cola': 395.99}, 'Super Pola': {'Televisores': 619.99, 'Esmalte de uñas': 1108.99}, 'La Sirena': {'Fósforos': 212.99, 'Ropa de hombre': 1611.99, 'Aftershave': 1702.99}, 'Jumbo': {'Albahaca': 572.99}}",12016.899999999998,"[['Supermercado Nacional', 'Chicles de fresa'], ['Bravo', 'Jamón de pavo'], ['Bravo', 'Refresco de cola'], ['Super Pola', 'Televisores'], ['La Sirena', 'Fósforos'], ['La Sirena', 'Ropa de hombre'], ['La Sirena', 'Aftershave']]",7163.929999999999,10,9.0,1.3681344985961914,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-random,9,"['Fósforos', 'Esmalte de uñas', 'Ropa de hombre', 'Chicles de fresa', 'Refresco de cola', 'Televisores', 'Albahaca', 'Aftershave', 'Jamón de pavo', 'Rizadores de pelo']","{'Super Pola': {'Televisores': 619.99, 'Esmalte de uñas': 1108.99, 'Ropa de hombre': 1943.99, 'Aftershave': 1074.99, 'Refresco de cola': 1776.99}, 'La Sirena': {'Fósforos': 212.99}, 'Bravo': {'Jamón de pavo': 1710.99}, 'Supermercado Nacional': {'Chicles de fresa': 575.99, 'Rizadores de pelo': 3197.99}, 'Jumbo': {'Albahaca': 572.99}}",13227.9,"[['Super Pola', 'Televisores'], ['Super Pola', 'Esmalte de uñas'], ['Super Pola', 'Ropa de hombre'], ['Super Pola', 'Aftershave'], ['Super Pola', 'Refresco de cola'], ['La Sirena', 'Fósforos'], ['Bravo', 'Jamón de pavo'], ['Supermercado Nacional', 'Chicles de fresa'], ['Supermercado Nacional', 'Rizadores de pelo'], ['Jumbo', 'Albahaca']]",14649.9,10,9.0,1.0136806964874268,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-same_price,0,['Whisky'],"{'Supermercado Nacional': {'Pulseras': 100.99, 'Antihistamínicos': 100.99, 'Pan integral': 100.99, 'Salsa ranchera': 100.99, 'Suavizante de telas': 100.99, 'Whisky': 100.99, 'Consolas de videojuegos': 100.99, 'Toallas sanitarias': 100.99}, 'Super Pola': {'Reproductores de DVD': 100.99}, 'Bravo': {'Aceitunas verdes': 100.99}}",1009.9,"[['Supermercado Nacional', 'Whisky']]",100.99,10,9.0,0.9701991081237793,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-same_price,0,"['Reproductores de DVD', 'Suavizante de telas', 'Pulseras', 'Salsa ranchera']","{'Jumbo': {'Whisky': 100.99, 'Antihistamínicos': 100.99, 'Toallas sanitarias': 100.99, 'Salsa ranchera': 100.99, 'Suavizante de telas': 100.99, 'Aceitunas verdes': 100.99, 'Reproductores de DVD': 100.99}, 'Super Pola': {'Consolas de videojuegos': 100.99, 'Pulseras': 100.99}, 'Bravo': {'Pan integral': 100.99}}",1009.9,"[['Jumbo', 'Salsa ranchera'], ['Jumbo', 'Suavizante de telas'], ['Jumbo', 'Reproductores de DVD'], ['Super Pola', 'Pulseras']]",403.96,10,9.0,0.9628119468688965,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-same_price,0,"['Aceitunas verdes', 'Suavizante de telas', 'Reproductores de DVD', 'Whisky', 'Salsa ranchera', 'Consolas de videojuegos', 'Pulseras']","{'Supermercado Nacional': {'Pan integral': 100.99, 'Suavizante de telas': 100.99}, 'Super Pola': {'Consolas de videojuegos': 100.99, 'Antihistamínicos': 100.99, 'Pulseras': 100.99, 'Reproductores de DVD': 100.99, 'Salsa ranchera': 100.99, 'Toallas sanitarias': 100.99}, 'La Sirena': {'Whisky': 100.99}, 'Jumbo': {'Aceitunas verdes': 100.99}}",1009.9,"[['Supermercado Nacional', 'Suavizante de telas'], ['Super Pola', 'Consolas de videojuegos'], ['Super Pola', 'Pulseras'], ['Super Pola', 'Reproductores de DVD'], ['Super Pola', 'Salsa ranchera'], ['La Sirena', 'Whisky'], ['Jumbo', 'Aceitunas verdes']]",706.93,10,9.0,1.0521180629730225,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-same_price,0,"['Suavizante de telas', 'Pan integral', 'Salsa ranchera', 'Pulseras', 'Whisky', 'Antihistamínicos', 'Aceitunas verdes', 'Toallas sanitarias', 'Reproductores de DVD', 'Consolas de videojuegos']","{'La Sirena': {'Reproductores de DVD': 100.99, 'Whisky': 100.99, 'Salsa ranchera': 100.99, 'Consolas de videojuegos': 100.99, 'Pulseras': 100.99, 'Pan integral': 100.99, 'Toallas sanitarias': 100.99}, 'Supermercado Nacional': {'Suavizante de telas': 100.99}, 'Bravo': {'Aceitunas verdes': 100.99}, 'Jumbo': {'Antihistamínicos': 100.99}}",1009.9,"[['La Sirena', 'Reproductores de DVD'], ['La Sirena', 'Whisky'], ['La Sirena', 'Salsa ranchera'], ['La Sirena', 'Consolas de videojuegos'], ['La Sirena', 'Pulseras'], ['La Sirena', 'Pan integral'], ['La Sirena', 'Toallas sanitarias'], ['Supermercado Nacional', 'Suavizante de telas'], ['Bravo', 'Aceitunas verdes'], ['Jumbo', 'Antihistamínicos']]",1009.9,10,9.0,1.0582385063171387,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-same_price,3,['Consolas de videojuegos'],"{'Supermercado Nacional': {'Toallas sanitarias': 100.99, 'Suavizante de telas': 100.99, 'Pulseras': 100.99, 'Salsa ranchera': 100.99, 'Consolas de videojuegos': 100.99}, 'Bravo': {'Aceitunas verdes': 100.99, 'Antihistamínicos': 100.99, 'Whisky': 100.99, 'Reproductores de DVD': 100.99, 'Pan integral': 100.99}}",1075.9,"[['Supermercado Nacional', 'Consolas de videojuegos']]",160.99,10,9.0,1.0334172248840332,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-same_price,3,"['Consolas de videojuegos', 'Antihistamínicos', 'Salsa ranchera', 'Reproductores de DVD']","{'Supermercado Nacional': {'Salsa ranchera': 100.99, 'Consolas de videojuegos': 100.99, 'Toallas sanitarias': 100.99, 'Whisky': 100.99}, 'Bravo': {'Suavizante de telas': 100.99, 'Aceitunas verdes': 100.99, 'Reproductores de DVD': 100.99, 'Antihistamínicos': 100.99, 'Pan integral': 100.99, 'Pulseras': 100.99}}",1075.9,"[['Supermercado Nacional', 'Salsa ranchera'], ['Supermercado Nacional', 'Consolas de videojuegos'], ['Bravo', 'Reproductores de DVD'], ['Bravo', 'Antihistamínicos']]",469.96,10,9.0,1.1165902614593506,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-same_price,3,"['Pan integral', 'Reproductores de DVD', 'Aceitunas verdes', 'Whisky', 'Suavizante de telas', 'Pulseras', 'Salsa ranchera']","{'Supermercado Nacional': {'Toallas sanitarias': 100.99, 'Suavizante de telas': 100.99, 'Pulseras': 100.99, 'Antihistamínicos': 100.99, 'Pan integral': 100.99, 'Salsa ranchera': 100.99, 'Consolas de videojuegos': 100.99, 'Whisky': 100.99}, 'Bravo': {'Aceitunas verdes': 100.99, 'Reproductores de DVD': 100.99}}",1075.9,"[['Supermercado Nacional', 'Suavizante de telas'], ['Supermercado Nacional', 'Pulseras'], ['Supermercado Nacional', 'Pan integral'], ['Supermercado Nacional', 'Salsa ranchera'], ['Supermercado Nacional', 'Whisky'], ['Bravo', 'Aceitunas verdes'], ['Bravo', 'Reproductores de DVD']]",772.93,10,9.0,1.0950238704681396,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-same_price,3,"['Pan integral', 'Suavizante de telas', 'Salsa ranchera', 'Reproductores de DVD', 'Antihistamínicos', 'Whisky', 'Consolas de videojuegos', 'Pulseras', 'Toallas sanitarias', 'Aceitunas verdes']","{'Supermercado Nacional': {'Pulseras': 100.99, 'Salsa ranchera': 100.99, 'Whisky': 100.99, 'Toallas sanitarias': 100.99, 'Consolas de videojuegos': 100.99}, 'Bravo': {'Suavizante de telas': 100.99, 'Aceitunas verdes': 100.99, 'Antihistamínicos': 100.99, 'Reproductores de DVD': 100.99, 'Pan integral': 100.99}}",1075.9,"[['Supermercado Nacional', 'Pulseras'], ['Supermercado Nacional', 'Salsa ranchera'], ['Supermercado Nacional', 'Whisky'], ['Supermercado Nacional', 'Toallas sanitarias'], ['Supermercado Nacional', 'Consolas de videojuegos'], ['Bravo', 'Suavizante de telas'], ['Bravo', 'Aceitunas verdes'], ['Bravo', 'Antihistamínicos'], ['Bravo', 'Reproductores de DVD'], ['Bravo', 'Pan integral']]",1075.9,10,9.0,1.0022380352020264,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-same_price,6,['Pan integral'],"{'Supermercado Nacional': {'Suavizante de telas': 100.99, 'Toallas sanitarias': 100.99, 'Salsa ranchera': 100.99, 'Antihistamínicos': 100.99, 'Pulseras': 100.99, 'Pan integral': 100.99, 'Whisky': 100.99, 'Consolas de videojuegos': 100.99}, 'Bravo': {'Aceitunas verdes': 100.99, 'Reproductores de DVD': 100.99}}",1141.9,"[['Supermercado Nacional', 'Pan integral']]",220.99,10,9.0,0.9827134609222412,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-same_price,6,"['Suavizante de telas', 'Salsa ranchera', 'Pulseras', 'Whisky']","{'Supermercado Nacional': {'Salsa ranchera': 100.99, 'Consolas de videojuegos': 100.99, 'Pan integral': 100.99}, 'Bravo': {'Aceitunas verdes': 100.99, 'Pulseras': 100.99, 'Toallas sanitarias': 100.99, 'Antihistamínicos': 100.99, 'Suavizante de telas': 100.99, 'Whisky': 100.99, 'Reproductores de DVD': 100.99}}",1141.9,"[['Supermercado Nacional', 'Salsa ranchera'], ['Bravo', 'Pulseras'], ['Bravo', 'Suavizante de telas'], ['Bravo', 'Whisky']]",535.96,10,9.0,0.9843230247497559,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-same_price,6,"['Salsa ranchera', 'Toallas sanitarias', 'Pan integral', 'Reproductores de DVD', 'Whisky', 'Suavizante de telas', 'Consolas de videojuegos']","{'Supermercado Nacional': {'Toallas sanitarias': 100.99, 'Suavizante de telas': 100.99, 'Consolas de videojuegos': 100.99, 'Whisky': 100.99, 'Pulseras': 100.99, 'Pan integral': 100.99, 'Antihistamínicos': 100.99, 'Salsa ranchera': 100.99}, 'Bravo': {'Aceitunas verdes': 100.99, 'Reproductores de DVD': 100.99}}",1141.9,"[['Supermercado Nacional', 'Toallas sanitarias'], ['Supermercado Nacional', 'Suavizante de telas'], ['Supermercado Nacional', 'Consolas de videojuegos'], ['Supermercado Nacional', 'Whisky'], ['Supermercado Nacional', 'Pan integral'], ['Supermercado Nacional', 'Salsa ranchera'], ['Bravo', 'Reproductores de DVD']]",838.93,10,9.0,1.0424704551696777,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-same_price,6,"['Pulseras', 'Whisky', 'Aceitunas verdes', 'Consolas de videojuegos', 'Reproductores de DVD', 'Pan integral', 'Toallas sanitarias', 'Antihistamínicos', 'Suavizante de telas', 'Salsa ranchera']","{'Supermercado Nacional': {'Salsa ranchera': 100.99, 'Antihistamínicos': 100.99}, 'Bravo': {'Suavizante de telas': 100.99, 'Reproductores de DVD': 100.99, 'Whisky': 100.99, 'Consolas de videojuegos': 100.99, 'Aceitunas verdes': 100.99, 'Pan integral': 100.99, 'Toallas sanitarias': 100.99, 'Pulseras': 100.99}}",1141.9,"[['Supermercado Nacional', 'Salsa ranchera'], ['Supermercado Nacional', 'Antihistamínicos'], ['Bravo', 'Suavizante de telas'], ['Bravo', 'Reproductores de DVD'], ['Bravo', 'Whisky'], ['Bravo', 'Consolas de videojuegos'], ['Bravo', 'Aceitunas verdes'], ['Bravo', 'Pan integral'], ['Bravo', 'Toallas sanitarias'], ['Bravo', 'Pulseras']]",1141.9,10,9.0,0.9579870700836182,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-same_price,9,['Reproductores de DVD'],"{'Supermercado Nacional': {'Suavizante de telas': 100.99, 'Salsa ranchera': 100.99, 'Toallas sanitarias': 100.99, 'Pan integral': 100.99, 'Antihistamínicos': 100.99, 'Pulseras': 100.99, 'Consolas de videojuegos': 100.99, 'Whisky': 100.99}, 'Bravo': {'Reproductores de DVD': 100.99, 'Aceitunas verdes': 100.99}}",1207.9,"[['Bravo', 'Reproductores de DVD']]",217.99,10,9.0,0.9739594459533691,0.0,100,swap,0.1,soft,0.66
small-5s-10p-f0_10-q1_10-same_price,9,"['Whisky', 'Consolas de videojuegos', 'Pulseras', 'Reproductores de DVD']","{'Supermercado Nacional': {'Salsa ranchera': 100.99, 'Pulseras': 100.99, 'Whisky': 100.99}, 'Bravo': {'Pan integral': 100.99, 'Suavizante de telas': 100.99, 'Aceitunas verdes': 100.99, 'Consolas de videojuegos': 100.99, 'Antihistamínicos': 100.99, 'Toallas sanitarias': 100.99, 'Reproductores de DVD': 100.99}}",1207.9,"[['Supermercado Nacional', 'Pulseras'], ['Supermercado Nacional', 'Whisky'], ['Bravo', 'Consolas de videojuegos'], ['Bravo', 'Reproductores de DVD']]",601.96,10,9.0,1.1032044887542725,0.0,100,swap,0.1,soft,0.66
